text,label
Maldita planta chico. Le tomó 2 meses degradarse así. LINK,0
@USER Hjajajajka ctm jajaja,0
El critica a gente haciendo el ridiculo y sigue a esta pava haciendo esos videos musicales de mierda.,1
"Ctm jajaja Menos mal no fui a buscar algo allá también, mira que me autofune todo el día por haber tenido que ir al Costanera por retiro agendado 🤣 LINK",0
"@USER @USER @USER Cállate puta asesina, el único presidente de Bolivia es Evo no tu, ridula",1
@USER Y tu eres una PUTA muy util a maduro y la banda de delincuentes...,1
"Si estás en Chile y quieres sorprender a tú papá en San Cristóbal, haz tu pedido y paga en pesos Chilenos!! LINK",0
"¡Y pensar en el hate que cayó a los que hicieron los memes y a los que opinabamos igual hace alrededor de una semana! 😂  ¡Los piperos, que están dementes! 😅",1
Auron se expresa Gay pero no sebe :VVVVVVVVVVVVVVVV,1
@USER se ve que estas lista para meterte unas cuantas vergas en el ocico y te llenen tu cara de zorra con mecos,1
Eso me recordó a el meme de Spider-Man donde Spider-Man esta al frente de Spider-Man  xD.  7:00. No se si estoy bien :),0
@pavel_rivas1 pinche otako mugroso báñese puerco >:v,1
"Y dos al musulmono, una por gilipollas, y otra, por si la pierde. LINK",1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Haganlo por la mala vamos a ver quien sale llorando loca feminazis,1
"F pa todo lo de zuckerberg… lo único activo en rrss es twitter, tiktok, youtube y telegram 😂😂😂 por qué ctm nadie usa Telegram! 😓",0
"@USER no odio a los catalanes ni al barça, a los independentistas si, ""independientemente"" jajaja de si es catalán, Andalus o vasco",1
... No eres gay ¿no? LINK,0
@USER En tu culo. Es mi polla.,0
"Soy bioquímico y estoy trabajando para el Gobierno de Navarra... ánimo, puto subnormal. LINK",1
"@USER @USER @USER 5 remates de argentinos al arco y 4 remates de Chile. Sigan soñando argentinos, si lo único bueno que tienen es Messi y su supuesta creencia de que son mejores!!",0
"@USER @USER @USER Hay que trabajar, profesionalmente, no poner a un mochilero inmigrante enemigo del club a ""formar"" a los guardametas de la institución, y esto es sólo 1 de los casos que ignoras de la cantera. ¿Quieres hacer las cosas bien? Pon ejemplo, termina con los palanqueos desde adentro. . LINK",1
@USER @USER @USER @USER La ceguera fascista de los españoles empieza a ser preocupante...,0
"Sé que no es lo que mas te interesa ganar dinero con youtube, pero creo que ganarías más, subiendo más a menudo!! sobre todo por nosotros que te echamos de mennos cuando no hay contenido jajajja, pero entiendo que tengas más cosas que hacer :))",0
"@USER @USER Mujeres musulmanas en patera???.\nVa a ser que no,las traen luego",1
@USER @USER @USER Tú debes de ser un facha costalero del PPodrido.,1
Tu me cae mal Wendy  como vas a mandar tu pack estás loca por  eso te odian yo no me suscribo,1
@USER @USER (yiannopoulos es un gaylor de ultraderecha que apoya a Trump y es famoso por ser un miserable racista),1
"Por QUÉ NO LE DICEN A ESTA LESBIANA QUE CALLADA SE VERIA MEJOR NADIE LE PIDIO SU PERRA OPINION Y ANTES DE HABLAR QUE SE LAVE EL HOCICO CON AGUA BENDITA LA SEÑORA VERÓNICA CASTRO ES UNA GRAN DAMA Y UNA GRAN MUJER .
SE TENÍA QUE DECIR Y LO DIJE",1
Tremendo chupapinga eres ya se que te encamas con tu vecino te tengo vigilado,1
"@USER @USER @USER @USER ""España devuelve a Marruecos a los 116 inmigrantes que saltaron valla de Ceuta"" Por una vez (y sin que sirva de precedente) aplaudo la decisión de Pedro Sánchez. No queremos negros delincuentes en nuestro país. Venga ¡A vuestra putta casa!",1
Si el Gobierno fue en algún momento de Derecha debe y tiene la obligación moral de vetar el pago a los DELINCUENTES y si quieren esos mismos fondos se aprueben para las Pymes y vecinos afectados ( San Borja) LINK,0
Maltratador machista + manipuladora agresiba mordedura = Miare,1
"¿Cuántas veces se ríe una mujer con un chiste? Tres veces: cuando se lo cuentan, cuando se lo explican y cuando lo entiende.",1
"Jajaajajaja por dios! y todavía hay gente que me está diciendo que todo este circo no lo hizo para buscar suscriptores jajajaj por favor!!! anda, si lo que quería era ""humillarte"" dale, qué más da dónde esté el debate, pero no jajaj siempre ha buscado vistas y gente a costa de ti",1
ESAS COSAS Y OTRAS PUEDEN PASAR POR MANTENER A LA INMIGRACION ILEGAL EN ESPAÑA Y NO EXPULSARLOS ¿NO? - La agresión de los manteros a un turista pone a Colau en un aprieto LINK vía @USER,1
Hasta cuando debemos aguantar el abuso d inmigrantes q no respetan  leyes y están ilegales en 🇨🇱menos a nuestros @USER estos 🇨🇴 Deben ser expulsados y jamás regresar @USER @USER @USER @USER @USER LINK,1
"Mejor y más efectivo: Expulsar al embajador marroquí y a los marroquíes que viven en España, y que no pasen los que van a Francia. Y ya veremos si Marruecos nos sigue lanzando inmigrantes a la valla. LINK",1
"@USER @USER A ud., NO LE IMPORTA si es facha o no. DENUNCIA. EXPLICA los DELITOS que la INMIGRACIÓN ILEGAL y DESCONTROLADA que ORDENAN SOROS y RUSIA hacia ESPAÑA, para DESESTABILIZARLA, está dando sus frutos.",1
Ser gay tiene sus desventajas como que te odien los putos moros y eso pero a cambio debe de ser un noparar de follar eh o no,1
"@USER @USER Tu si puta. Tu eres diferente. ❤️ Felícita navidad, Año Nuevo y Reyes wey! Ya no te dejas ver.",1
Fiestas Patrias 2022: conoce qué sedes de Migraciones atenderán este feriado largo para tramitar pasaportes LINK,0
El pendejin de Mierdilio ya me tiene hasta la madre. Lárgate ya puto sudaca @USER,1
"Leo muchos comentarios diciendo que no a editado por pereza, y quizá sea así pero yo lo dudo mucho, esta tía es una puta ama y una artista, si no a editado el vídeo creo que es porque se a dado cuenta que así tiene más gracia, de echo la gracia de este vídeo es que sea tan natural.  Es mi opinión pero... Creo que es demasiado artista para no editar un vídeo por pereza",0
"@USER Si ganaban, te aseguro que tenías al viejo culiao en primera fila al lado de KO en el comando... Obviamente brilló por su ausencia.",0
"Hola cacho de grasa desde Valencia te envío un Ánimo para que dejes YouTube,  y sitios en los que no podamos oír tu voz de m****.  Aprende a maquillarte chavala que pareces un payaso pero en chica y con unos kilos de más... la próxima vez te metes contigo misma.",1
"Entonces los cánticos feminazis eran una serenata a revufashion....este si que es un todo un violador feminista, su familia debe estar que brinca de alegría...",1
Mataron a Hank por culpa del maldito Walter LINK,0
"@USER @USER @USER Ahora son machoras, se le salió la parte masculina a las feminazis???",1
"@USER Así de huevon es este país y su vulgo ignorante, o si prefieres, su chusma inconciente.
El único país del mundo que se sacudió del comunismo, y que después de 30 años de desarrollo, lo trae devuelta para destruir lo logrado",0
"@USER @USER @USER @USER LA DEMAGOGIA AL ESTILO NEOFACISTA, QUIEN DEBE DE TENER UNA ORDEN DE APREHENSION ES LA PSEUDO PRESIDENTA Y SU SEQUITO,PARA ELLO ESTAN LOS TRIBUNALES INTERNACIONALES. QUE DESGRACIA QUE BOLIVIA ESTE EN ESE AGUJERO NEGRO DE LA DEMOCRACIA Y LA VIOLACION A LOS DERECHOS HUMANOS.",0
"eitmedia.mx/index.php/eit-…

#eitLife Me gustaría  que no existirán los gays; diputada de Morena LINK",1
Menuda puta mierda...Otra vez ha vuelto a ganar Cepeda cuando no se lo merecía #OTGala7,0
Qué el árbol del independentismo catalán no nos impida ver el bosque de la corrupción de CiU.Qué vergüenza de políticos!!,0
"Las concertinas no estaban ahí para hacer daño, sino para que no saltaran. Pero un genio el Marlaska. LINK",0
Párate veneco hp,1
@USER Y las 72 horas de los venecos delincuentes para cuando?????,1
"@team_legion1 Dalas, te sigo desde que hacías el wowowowo hasta incluso pintamos una de tus frases en la pared del colegio",0
"Voy caminando por la calle y le digo a un niñato que no haga grafittis,FACHA.",1
@USER No dan para mas las feminazis,1
"Uffff... Idiota, por lo menos tenemos respeto y no vamos insultado que ""Somos monos que gritamos a la tele y pegamos a la gente con una navaja como un cani y despues matamos a los ""refrigeradores"" En resumen 《Somos Sayajines que miramos a la luna y nos convertimos en ozarus dorados y despues en ssj4 (Cani) Y derrotamos A Freezer 100% Poder ultima forma (Gays) Con una Genkidama (Puño o navajilla cani) Creyendonos el Dios destructor del universo 7 (Que nos ""creemos los heteros"")》",1
"dicen que los animales son los más fieles, pero si tú eres una perra, qué pasó?!!!",1
@USER Ese gilberto lozano es el clásico PUTO reprimido que como no lo atienden se pone de neuras será que esta en la andropausia?? Tan viejo joto y chillón jajaja,1
"Dalas basandose en leyes Yo siendo mexicana, pensando: sí él supiera qué en  mi México mágico, no se respetan las leyes, y que hay personas que llevan años encerrados siendo inocentes y no los han llevado a un juicio. Y nunca vas a encontrar una persona con tales características que él describe, porque aquí te ponen la sentencia que ellos quieran. Pobre Dalas, tan inocente que se basa en leyes como si en verdad en todos lados las hicieran valer, ja ja ja",0
@USER @USER La otra vez te cruze y me quisiste delirar con eso. Y la Sudaca que decís es la que uds el año pasado festejaron como la del mundo,0
@USER Cállate puta! LINK,1
"@USER Protestar, exigir, gritar, cantar, y decir q en Colombia 🔴Estamos cansados d la corrupta y podrida política Colombiana, dl congreso y su millonario gasto🔴,nunca será malo 💪🏽👍🏽 hasta q nos escuchen. #TomaDeBogotaEs #ParoGenocida  keratina Petro basta ya  #ParoNacional9J #soscali",1
Jajajaja me da más risa cómo censura  el cabrón pero no él no mames y él no chingues 😂,0
"Dalas ve a ver un vídeo de una chica que se llama Paola Herrera que dice como título ,hábitos que te hacen pobre .. y coméntanos q opinas al respecto !",0
"Alemania. Chulo inmigrante musulmán ya sabe que es el fuerte en un país que ha claudicado. Pronto levantarán a tu madre, a tu abuela, a tu hija del autobús que han pagado. ¿Por qué no tenemos sangre, ya? Despierta, España! Wake up, Europe! #stopislam #stopinvasion #banislam LINK",1
"Esto me recordó a la señora que vi ayer en el super, enseñándole a la hija de unos 4 años a cantar 'que perra que perra, que perra mi amiga' LINK",0
A que se debe esta edicion en el principio video ?? No sabia q a la pringada le importaba tanto el youtube como para esforzarse editanto un video,0
@USER El rector no recuerda la muerte del padre Wilfredo Guinea en 1997. Era director de Buena Prensa. Fue secuestrado y “se les murió” a los secuestradores.,0
Puto clickbait,0
El gitano de los melones podría reventar.,1
42 millones de heroes que hacen mas por el medio ambiente que la pendeja de @USER LINK,1
@USER Cállate zorra que se me ha metido un virus,1
Pq la canción esta bien puta y tu eres tan puta que la cambias LINK,1
@USER @USER Lo de Kayser fue un sarcasmo por las mujeres europeas que defendían la inmigración a pesar de una ola de violaciones de inmigrantes,1
"Con los bebés como con la gente mayor Laura, un simple costipado puede ser un problema por ser más débiles. Y quien te juzgue es que no tiene ni idea...¡Bien haces! Un abrazo",0
"Que bajo cayó Kenia al escribirle primero a Juan para solucionar las cosas ! No mames , yo que la tenia como toda una grande .",0
"@USER Este cree que la gente es Hna. No aplica ese proyecto. Van a escribir una nueva constitución, va a cambiar todo el parlamento la mayoría van a ser zurdos detrás del botín de las AFP. Ya te comiste el raspado de la olla, ahora cocina algo bueno para todos.",1
Haz una sección que sea crear canciones en tiempo récord. Nosotros elegimos la temática en directo por votación y la sabréis solo 15 minutos antes de empezar el proceso.,0
"No es de Hater ni nada pero te recomiendo dejar la plataforma bastante tiempo... Te equivocaste con tus acciones y con la persona incorrecta,jugaste mal este partido pero la vida es larga y tiene otros partidos... No busques la revancha juga en otra cancha y punto... Metáforas de Fútbol a lo argentino, saludos.",0
"Completamente de acuerdo. S hubiera necesidad de inmigracin para pagar las pensiones que los traigan de pases sudamericano, su cultura es como la nuestra y son menos conflictivos en lo religioso y en lo social.La izquierda trae musulmanes y negros por intereses polticos..",1
"- señor nauter no hay tema de novedad en las redes sociales o algún tipo de acontecimiento polémico para hacerle un video Nauter - toma ya, agarramos un tema de hace un año y pa casa",0
Vaya subnormal. Semejante retrasado. Y menciona otro robo historico LINK,1
@USER Gracias por felicitarme pero no es mi cumpleaños!  PD: tu te has tragado ya la mayoría independentista o prefieres digerirla lentamente?,0
"Eres una mala persona.. Pero no creo que sea a drede, si no que te dañaron... Busca ayuda psicológica, y espero seas feliz y dejes que los demás tambien sean felices.",1
"Joven nigeriano podría ser deportado a su propia muerte. Suecia dice que no puede ""probar"" que es gay. Firma ya: LINK",0
"@USER @USER Pues sí,  acabas de ser pelín facha, aunque no lo creas.",0
te ríes de los congoleños por cazar cocos pero racista no eres,0
@USER tengo mazo ganas de matarte puto catalan de mierda,1
"@USER @USER @USER Mucha ignorancia en Venezuela, creen que ser gay es símbolo de pedofilia. Los aberrados sexuales TAMBIÉN son los mismos que piensan que los gays no pueden amar o tener vida propia, todo lo llevan al sexo. Son unos IGNORANTES!",1
"@USER Y la ultra derecha es entonces un terremoto grado 1000, CTM",0
@USER @USER Cállate zorra villers,1
"@USER Ya cállate pinche marrana, ya corrieron a tu papá por tus pendejadas y sigues y sigues en tu puta vida entenderás la grandeza de este club",1
@USER Callate vos que me mandaste al frente zorra jajajajajajajja,1
"La mujer tuvo un problema salud y se desmayó al interior del recinto de la Policía de Investigaciones. Fue llevada al Sapu.

LINK",0
Das puto ascoooo,1
"@USER @USER Tsss pero si hastas las santas mapuches intocables tratan a la gente de ""Winca"" con el más absoluto desprecio y los zurdos aweonaos los aplauden, y que facho pobre y bla bla, pero anda a decirles que son unos zurdos vendidos por pasta,se ofenden los perlas",1
@USER Sacate la camiseta tonto qliao... de seguro el enano qliao de meneses fue gran aporte arriba tambien,0
"Esto es como en Sálvame cuando Fidel dijo lo de los inmigrantes y en Sálvame buscaron la palabra inmigrante en la RAE.\n\n\nVenga ya, no me vengáis con historias.\n\n\n#ViernesDeluxe #hijadealdon",0
"@USER @USER Callate sol puta, cande no se dio cuenta por q sabe que estudió",1
"@USER Jajajajaja cállate pinche perra, Gaga es perfecta ok?",1
@USER Pisarello un hijo dé puta que ni es Español ni Catalán. Que se quede en su tierra sudaca.,1
El supuesto link a Paylpal realmente es un link a otro video xD no sé si realmente te has equivocado y ha sido broma.,0
"""A cms. de atropellarme  un tipo, es INMIGRANTE, mientras, cruzaba la calle con luz verde. Le indiqué había luz verde, pero me hizo una señal como queriendo decir:""""Qué me importa perro!!!"""" le iba a tomar una foto a la patente del vehículo, pero se fugó. Esta es la mierda, LINK",0
"Te vengo a enseñar y a educar Que vos puta ami no me vas a ganar , también rima (?",1
"#LFChallenge | Fatou Diagne, presencia interior al servicio de @USER\n\n\nLa senegalesa @USER llega al CAB Estepona Jardín de la Costa del Sol tras completar sus estudios universitarios en Estados Unidos\n\n\nLee la noticia en nuestra web 👇\nLINK",0
"Nunca es tarde si la dicha es buena; en este caso abandonar el ""que bueno son los hermanos del colegio"" , el complejo , la demagogia barata, ante una cotidiana  invasión de  hordas hostiles #España #StopInmigracionilegal LINK",1
"@USER Van para Marruecos, ya sabemos quien los robó",1
"No hay dudas de que @javioliveira es el Rey del salseo, tampoco hay dudas de que @tioshur es el más lindo, pero usted mi niño, es el Dios ❤️",0
"Claudio Orrego (DC), gobernador electo de la Región Metropolitana: ""Esta elección demuestra que se puede hacer buena política y llegar al corazón de las y los chilenos"" #EleccionesEnCooperativa LINK",0
"@USER Pegatina MADRID, FASCISTA Y MADRIDISTA  LINK",1
Entiendan féminas BONITOS los putos !!!,1
Porque esta pendeja no trabaja en @brazzersofficial,1
@USER Sigo pensando con el vómito en la garganta a punto de echarlo que a estos hay que gastarlos y al juez también. Por muy bruta que quede en este momento hasta la castración me parece poco,0
ay es cierto celopan cuidado que te mata al pato y dice que lo perdio,0
"Vaya tontería de crítica sin sentido. El chico ha ido de sobrado pero en plan coña, simpático. Yo me lo he pasado bien durante toda la entrevista, y ni soy suscriptor de DJMario ni veo sus vídeos, pero me ha caído bien. Nauter y tú habéis llegado ya a un punto que criticáis cualquier chorrada porque sí, sin fuste.",0
"Greta Thunberg:
Un producto de marketing para gilipollas.
Efectivamente, la pequeña revolucionaria del clima es un timo. 
Resulta que zarpa desde Virginia en un catamarán. 
Hilo:",1
La verdad windy ni sabía quién era pero se metió con vegetta y ya es una perra,0
"La gente inmigrante que ha entrado en España de modo legal y se integran en nuestra sociedad se les llama personas de color.  Los ilegales que entran por la valla atacando a nuestros agentes, delinquiendo y agrediendo a nuestros ciudadanos son NEGROS  e islamistas sin adornos!!!",1
hasta los pasapelotas ecuatorianos son pavos. Debí confiar más en la historia de Ecuador y no apostar el empate por la mie...,0
vulgar,1
@USER Y tienen que salir a apoyar para que los retrasados se vacunen?,0
"@USER Si, es increíble.
el ""YO""

Deberían leer un poco de Alan watts, ego death, y meditar un rato. Quizás así entendamos que no se trata de nosotros individuos, sino de nosotros como un todo.
Al menos los Dinosaurios vivieron su cambio climático sin la loca de la Greta.",1
"@USER Llegó la racista maleducada, odias mi castellano al igual que a España y los españoles, supremacista arruinada y avergonzada",1
"Esto me parece ya una inmensa tomadura de pelo.... la niñata esta se ""reune"" con un comité de científicos al mas alto nivel.... ¿de verdad que esto no es una camara oculta mundial para ver lo gilipollas que somos los ciudadanos??. LINK",1
@USER Que hablas mujer!!!! Senaduria?????? Pucha que estamos mal.... 🤷‍♀️🤷‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,0
"@USER @USER Claro....seguramente tus referentes Boric, Vallejo, Cariola, Jackson, Teiller, Jadue, Letelier, Navarro, Orsini, y la mayoría de los zurdos.... han generado mucho trabajo.!! Solo han vivido del Estado. KAST es un empresario qué no te pide ni a ti, ni al Estado.",1
dalas:entonces la IP... Yo:o si yo se es TP no? Lo de minecraft para teletransportarse  Dalas:explicando   Posdata aprendo más de dalas que de la escuela:0,0
"@USER @USER Pues uds harían bien en no enviar a nadie más a inmolarse donde los desubicaos de @USER  y su feminazi PDR que ya advirtió, creo que ha comprado acciones de ese medio mermelero, o es que el dueño le da carta blanca para decidir que uds no van más.",1
Otro asalto a la frontera española de inmigrantes ilegales violentos que provoca varios guardias civiles heridos.  Este es el resultado del efecto llamada y la defensa de estos salvajes que hace el gobierno del okupa @USER.  LINK,1
"@USER @USER @USER Los zurdos ven el patriarcado y el sexismo en todos lados, no tiene ninguna propuesta para enfrentar el narcotráfico, todo es pseudo discurso progre revolucionario...una vergüenza estos políticos de extrema izquierda",1
"Se que sos una buena persona y no como el resto de esta sociedad sucia y machista, por fis no hagas pelotudeses @USER",0
"NI UN CUARTO DEL VIDEO DE MIARE E SOPORTADO VER,PUTA ZORRA FALSA,#argosvuelveacasa",1
me hartan ya las pinches viejas estas que l tiran mierda a Irina la puta madre callate malparida que pierdes tu puto tiempo,1
"Según la oficial que renovó mi cédula hace unos días, hay aproximadamente 4 millones de paraguayos indocumentados, en caso de que uno de ellos se tope con un Lince, ¿¿¿qué pasa???",0
Soy tu puta fan 😂🤘,0
"Ganaperujimori , un zurdo  ignorante menos castillo de 6to básico,iba a ser un nuevo narcomaduro , keyko lucha voto a voto, por este día grande Perú",0
"Sabían que borró el vídeo de ""mi historia con dalas"" (la que era bisexual y decía haber Sido su guía en Tailandia) D:",0
"🤮🤮🤮🤮una 💩 de debate solo orrego se presta para el circo 🤔🤔🤔realmente nuestra sociedad se va a la mierda, feministas 🤔 unas oportunistas, seudo intelectuales fanáticas frustradas que pena como denigran el feminismo LINK",1
"un eructo vale es gracioso, dos  bueno, pero todo el puto video??? Llegas a dar asco",1
"@USER @USER @USER @USER Entonces lo que te molesta no que es acusen a este tipo, tu molestia es con la izquierda, feministas etc... Y solo necesitabas un tema para usarlo de argumento",0
"Yo soy ateo asi que no espero que vayas al infierno o esas cosas , asi que cuidate  quien sabe que te podria pasar 😚",0
Soy yo o parece gay,0
"@USER Traducirlo para que lo entiendan los argelinos, los marroquíes, los senegaleses .... si no vamos a estar en las mismas.",1
24:31 EL CHAMPIÑON JAJJSJD MORI,0
Eres la gorda mas asqueosa del mundo y tu no critiques por que seguro que si la gente te conociera estaría en la lista numero 1 en las más criticadas,1
"Y a mí qué me importa lo que tú ""notes"", facha? LINK",1
Dayyaa payasa pero con cuerpo jaja😂,1
Tipa patética.,1
"A pesar de #LaTraiciónDeSánchez al pueblo saharaui, unos 133 migrantes del África subsahariana acceden a #Melilla en el primer salto a la valla desde el giro de Sánchez. El control migratorio era uno de los motivos por los que Sánchez pretendía mejorar  relaciones con Marruecos.",0
"Es válido equivocarse, pero hacerse responsable, porque hay gente que compró por la confianza que él ha brindado al promocionar.",0
Coño estas hecha mierda jajajaja. P.d orgulloso de ser hetero.,1
"@USER Uno de los tantos cumas, delincuentes que han hecho mierda el país. Ojalá lo haya pasado como el hoyo",0
"Me alegro de lo que le pasó a ese puto negro Colombiano en Tetela del volcán, por extorsionar a gente de mi país aunque no soy poblano pero me alegro y eso deberían hacer con todos los sudacas y centroaméricanos que vienen a delinquir a mi país... Hijos de puta lacras.",1
"Una cosa que le pasó a una amiga mexicana en Barcelona. Una chica repartía flyers en castellano y catalán, le dio uno a mí amiga en catalán y al segundo se lo quitó y se lo dio en castellano.  -No, déjalo que entiendo catalán  -Ah, es que como te he visto cara de sudaca  Racismo 0 LINK",0
Socialistas qliaos LINK,0
Los amigos de verdad son los que se pueden reír de ti y al mismo tiempo no te faltan el respeto cállate la puta boca y a estar agradecido de que somos lo mejor especialmente yo LINK,0
"@USER @USER @USER Osea que nos libramos de los venezolanos en Colombia!!!, chao pues Chamos!!!!",1
"Hombres:
Voy a mirarla a los ojos para que crea que le pongo atención.

Mujeres:
¿Será que es marica? ¿Por qué no me mira las tetas?",1
Pq yo ni pico idea como hacer algo así y que sea decente*,0
"🚨Cuatro bandas delincuenciales fueron desmanteladas se trata de ‘Los chamos’, ‘Looney tunes’, ‘La cancha’ y ‘Los Castro’ responsables de homicidios, extorsiones y tráfico de estupefacientes en diferentes comunas de Cali, en los operativos fueron capturadas 37 personas. LINK",0
"248. ¿Te imaginas encontrar un podcast con casinos y furcias? No busques más, descarga @USER",0
Que pasa que la gente a la que le a dado un derrame no es normal?? Como se nota que no le a pasado a nadie cercano tuyo,0
"me alegro de que seas feliz, espero que consigas todo lo que te propones porque t lo mereces. un besazo hermosa",0
@USER Puta Greta ajaja,1
Gracia x enseñarnos a ser mejores cada día vivo con mi Ñaña solos muy apagadas la una de la otra ella tiene un bb de casi 5 años o lo emos criado entre las dos desde q nació nos dice mamá a las 2 él es feliz educada amable cariñoso  y ante todo le enseñamos respeto le decimos q todos somos iguales q nadie es mas q nadie el ve tus video conmigo muchas gracias bendiciones felicidades,0
@soyunapringada felicidades!🎂 gracias por descubrirme el trash y tener un humor negro tan expansivo 🖤,0
"Windy Nunca te dijeron que cada día... te ves muy horrible con o sin maquillaje xD.... "" tus gritos son Realmente innecesarios""",1
"Enserio ya estás cagando con tanto drama, si quieres monetizar con 10 videos hazlo, pero chico súbelos rápido y deja de darle vueltas con videos como este que ni al caso🙄",0
"@USER Ah pero primero estabas mame y mame ""este la la a romper "" ""excelente trabajo de la directiva "" coman caca igual ches putitos villamelones. 🙄",1
"@USER @USER Qué patética eres, hija. Si Sánchez os ha dejado de lado, solamente vosotros, Cs y PP os lo habéis buscado. Arrimadas, lo único que sabes hacer es ladrar. ¡Gua gua! ¿Qué pasa? ¿No vas a votar a favor de las propuestas buenas para los ciudadanos?",1
@USER Tengo miedo 👽  los inmigrantes y  chorizos se tomaran las calles.,0
@USER Perra te lo merecías! 😎,1
Que cantidad de pendejos lindos,1
@USER Me encanta la comida peruana (?,0
@USER @USER @USER Se puede ser más atrasados en argentina es una mujer !!! Chico y tú eres un sudaca sin educación,1
Un Jared Leto inmortal eso si que es una mierda como sus películas 😂😂.,1
"Ahy que ser rebeldes o la sociedad te devora, como le digo a mis hijos, sed lo que quedáis sin haced daño, pero que nadie os cambie. Feliz Año nuevo.",0
"Pero que me a encantado este vídeo!!!! Te sigo desde tus inicios ❤️ pienso en tus primeros vídeos y recuerdo tu antiguo cuarto con tu estante atrás que tenia cosas super lindas. Increíblemente nunca supe como fue tu pedida de mano, he visto tantos vídeos y con ver este he llorado de la emoción de lo lindo que fue y es que son hermosas tu y Alba. Ahora mismo me iré a ver el primer dulceweekend jajaja.",0
"Tal vez ella empiece a madurar cuando llegue a los 40, mucho no le falta (para los 40, porque para madurar aun le falta mucho).",1
@USER Por delincuentes!! ya nos basta con los de aca 🤮🤮🤮,0
"@USER Ojo que el año pasado las tomaba incluso con Matías en cancha. Y ahora, apenas llegado Gil, seguía (hasta que se hizo evidente).",0
ESTOS NEGRATAS ASQUEROSOS Y NO PASA NADA ANDA QUE SI LO HACE UN BLANQUITO LAS  FEMI NACIS SE LOS COMEN LINK,1
"@USER @USER @USER Las personas, mariana Aylwin, Soledad Alvear, Ignacio manzanita Walker, el pelao mafioso Inzunza, puros fachos ""de izquierda histórica"" 🤡🤡",0
"Estoy flipando con lo que me acaba de comentar un subnormal en ig, mirar LINK",0
"Desde luego quien no arriesga no gana. Me gusta mucho cómo te queda el corte, quizás el color no tanto porque parece un poco artificial y te quita un poco de esa naturalidad que tanto te caracterizaba. Pero lo importante es que te guste a ti y estés contenta. Un besazo!",0
Putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya LINK,1
Para esa època no era feminazi. xD LINK,1
"tio estoy flipando, yo tengo mazo productos de esta marca. justo hoy estaba hablando con mi madre de estos productos. FLIPANDO jo",0
CALLATE YA Y HAZME LA PUTA CENA JODERRR LINK,1
A los mexicanos que cruzaban a EEUU les llamaban espaldas mojadas A los guiris que vienen de veraneo a España les llamamos espaldas quemadas,1
Al fin. Ahora que sea duradero y que la gente pueda volver a sus casas #SudandelSur #Paz #Refugiados LINK,0
"@USER Qué onda el robo x un despacho de zapatos en santiago centro por 10mil pesos?  que hace 2 semanas costaba 3mil pesos. 
Estan weones, metanse  los zapatos por raja.
@USER #reclamos #robo LINK",0
"Mi amiga entro a esta estafa piramidal llamada ""Herbalife"" y me quería convencer a toda costa a que entre, como si estuviera desesperada!  Pero siempre supe que había algo raro!",0
"Parte de la prensa, aficin y dirigentes lo han tratado peor q un Sudaca. Ojal a @USER se olvide un ratito del Pura vida y se le salga el tico en el mes de la patria y demuestre lo q pasa cuando nos tocan el orgullo!",0
"Eres increible! Despues de todo lo que ha pasado nunca he visto a nadie asi de fuerte como tu, Dalas!🍞🐝❤ #pambipower",0
"@USER El fanatismo en esas personas es mas fuerte que el sentido común, no me cansare de repetiré que esas féminazis no representan a las mujeres y menos utilizando este día para justificar ese estúpido fanatismo que es mas toxico que el coronavirus.",1
Así ejecutaban los fachas y lo llamaban libertad. Si se hace contra ellos lo llaman terrorismo. La org criminal #PP lleva pistola. LINK,1
Yo admito que el diseño de xbox series x es una basura pero la de ps5 es la peor consola que he visto en mi vida.,0
Mereces morir tu hija de la grandísima puta LINK,1
Parece un payaso con esa cara no mames,1
"@USER Esas serán las feminazis, pero esta cuenta es de sarcasmo contra el feminismo, socialismo, lenguaje inclusivo y demás hierbas actuales. Por eso el nombre Dafne Huilca, hoz y martillo, ubicación URSS y tuits. ?
LINK",1
Lo que pasa es que en Colombia 🇨🇴 en mi país se ven muchos casos donde se ha tenido que indemnizar a ladrones en serio y yo la entiendo por que ella piensa eso en Colombia puedes ver la ley así pero lo que se ha visto es lo contrario pero si vamos a la ley dalas tiene razón,0
Ya has hecho un stream así? Formal arriba y casual abajo...,0
ese beat q suena de fondo no me dejaba concentrarme en lo que decias jaja ya que en mi cabeza sonaba el minuto de stikma vs kaiser en la final internacional,0
"La rubia del principio se cree vegetta777 o que? , que anda diciendo "" te ves guapísimo "" re loca la mina",1
@USER @USER @USER Igual lazos amarillos con concertinas es más español y mucho más democrático,0
En total llevo un año esperando que da alas le pida a Lizzy y que se casen Por qué no se lo ha pedido aún hoy están casados y no quieren decir nada😫😫😫😫😫😩😩😩,0
"@USER Será para los otros, los ateos no necesitamos postureo de algo k no nos gusta😂😂😂😂",0
La práctica hace al maestro! No olvides nunca tus sueños y tus metas 💖 Está es una de las tuyas !,0
